列標籤,2025/12/1,2025/12/2,2025/12/3,2025/12/4,2025/12/5,2025/12/6,2025/12/7,2025/12/8,2025/12/9,2025/12/10,2025/12/11,2025/12/12,2025/12/13,2025/12/14,2025/12/15,2025/12/16,2025/12/17,2025/12/18,2025/12/19,2025/12/20,2025/12/21,2025/12/22,2025/12/23,2025/12/24,2025/12/25,2025/12/26,2025/12/27,2025/12/28,2025/12/29,2025/12/30,2025/12/31,2026/1/1,2026/1/2,2026/1/3,2026/1/4,2026/1/5,(空白),總計,用量占比(100%)
005SER12,20,5,0,10,38,0,0,4,4,5,4,40,7,0,4,2,2,26,8,3,0,7,2,9,0,39,8,0,17,9,5,0,4,11,1,4,0,298,0.025544207
005SER14,43,32,2,115,131,1,1,26,25,45,37,195,77,0,44,36,45,88,127,44,0,59,71,85,30,206,45,0,48,32,56,1,37,38,0,33,0,1855,0.159008405
005SER15,97,177,4,217,352,22,4,164,74,109,94,253,190,42,118,128,120,187,216,219,8,163,102,226,36,277,251,33,185,119,188,12,167,176,31,131,0,4892,0.419336451
005SER17,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.000342875
005SET02,8,0,0,6,1,5,0,0,0,0,2,3,0,0,3,3,11,17,2,4,0,2,1,2,8,0,15,0,13,0,2,0,4,6,0,3,0,121,0.010371977
005SET04,1,8,14,15,29,17,5,0,4,11,22,12,2,3,1,21,12,13,5,6,5,16,2,18,7,10,10,0,18,10,33,9,19,19,5,7,0,389,0.03334462
005SEV04,30,43,44,43,60,0,41,59,18,25,53,76,54,21,32,10,14,39,46,44,46,54,32,54,23,24,64,1,32,65,97,5,41,48,3,39,0,1380,0.118291967
005SEV05,2,27,14,0,3,0,1,17,8,13,7,3,9,1,6,11,7,22,22,16,1,8,24,21,2,8,39,1,7,8,15,0,1,44,0,3,0,371,0.031801681
005SHE03,32,44,9,61,81,28,4,33,40,17,22,20,52,0,42,18,45,33,34,34,11,11,13,24,3,6,28,15,11,17,50,0,40,35,0,61,0,974,0.083490127
005SHI07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.000257156
005SIG01,47,85,30,27,92,42,4,41,63,40,65,48,206,4,23,110,55,23,23,62,2,33,38,70,33,122,60,4,86,84,86,57,64,121,43,35,0,2028,0.17383776
005SIL09,235,136,7,96,247,0,16,118,154,113,57,171,179,1,56,53,59,160,94,140,5,109,67,121,84,172,83,0,80,52,75,3,47,125,2,70,0,3187,0.273185868
005SIL17,0,0,1,0,1,2,1,1,0,0,1,0,0,0,0,1,0,0,2,1,1,0,0,1,0,1,0,0,0,1,2,2,0,1,0,0,0,20,0.001714376
005SIM04,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,9,0.000771469
005SIM06,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.000257156
005SIN08,87,131,65,116,186,96,16,72,92,75,138,160,73,50,157,122,33,71,89,74,91,51,94,189,131,106,66,0,116,139,133,109,203,137,8,106,0,3582,0.307044801
005SIN10,5,9,10,1,6,0,0,1,3,1,2,3,11,21,31,1,2,3,18,4,0,7,92,2,1,2,2,0,1,1,2,0,1,2,1,2,0,248,0.021258267
005SIN11,70,114,22,52,205,12,0,46,54,39,61,61,130,14,66,78,85,77,76,156,8,84,85,158,18,82,174,2,74,79,114,18,83,174,8,69,0,2648,0.226983426
005SIR02,87,185,11,95,304,15,7,69,78,90,91,110,230,6,94,97,95,105,103,237,1,90,108,178,10,83,204,4,69,80,155,10,74,158,4,75,0,3412,0.292472602
005SKY03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.57188E-05
005SLA01,176,152,26,73,259,19,16,124,199,195,126,93,213,18,91,133,85,111,132,199,34,121,116,236,76,111,189,52,161,125,216,89,177,264,23,117,0,4547,0.389763459
005SME01,118,214,27,198,554,145,36,177,124,178,205,203,363,29,103,147,154,218,203,304,124,158,156,331,32,279,257,29,170,130,294,88,98,328,27,28,0,6229,0.533942508
005SMI01,14,13,0,6,28,2,0,13,9,14,42,9,17,0,9,7,10,66,31,19,1,26,7,19,14,7,16,0,13,13,34,0,20,24,1,18,0,522,0.044745222
005SMO08,14,0,0,0,7,0,0,7,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0.004800254
005SMO09,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.002400127
005SOD08,21,34,1,9,21,11,10,16,17,4,18,14,18,20,4,29,16,12,9,3,11,15,13,14,7,28,19,38,28,27,23,8,13,37,33,28,0,629,0.053917136
005SOD24,0,0,0,0,0,0,0,0,0,0,5,6,13,3,7,3,8,4,5,2,2,1,1,2,3,1,3,3,10,7,7,2,4,2,6,1,0,111,0.009514789
005SOD41,58,134,117,7,94,18,0,53,45,40,32,77,94,2,70,81,77,78,59,152,192,40,65,106,21,35,164,0,84,176,194,10,50,113,1,104,0,2643,0.226554832
005SOF03,5,13,20,3,21,8,6,9,3,6,9,5,14,3,30,17,14,12,8,9,8,14,12,8,8,11,19,3,6,12,20,9,25,12,27,5,0,414,0.03548759
005SOF04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8.57188E-05
005SOL11,30,18,0,94,30,0,0,10,9,9,9,86,16,0,8,8,8,10,90,19,0,63,6,15,0,94,13,0,40,2,4,2,5,10,0,41,0,749,0.064203394
005SOM02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.57188E-05
005SOR04,0,0,0,0,0,0,0,1,0,2,1,1,4,2,1,0,1,0,0,0,0,0,0,1,0,2,3,1,4,1,1,3,0,1,0,0,0,30,0.002571564
005SPI04,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,11,0.000942907
005SPR02,1,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,34,0.00291444
005STA05,111,154,107,125,219,51,70,110,130,125,108,109,58,80,101,120,156,169,97,71,69,101,126,127,61,83,65,56,112,175,220,53,55,80,73,139,0,3866,0.331388945
005STA06,6,12,2,6,18,0,0,3,3,3,6,6,6,0,6,7,13,7,7,23,3,23,5,6,46,5,10,0,8,9,63,0,4,9,2,4,0,331,0.028372928
005STA08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0.000342875
005STA09,91,70,67,35,88,13,8,61,87,47,43,75,130,7,69,68,60,108,157,157,6,183,59,204,94,52,118,9,49,45,92,31,66,115,8,75,0,2647,0.226897707
005STE08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.000171438
005STE12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.000171438
005STI02,58,83,10,120,163,48,1,72,67,99,49,188,80,0,40,45,81,88,118,121,2,84,54,160,107,152,89,15,99,52,65,2,58,94,1,75,0,2640,0.226297676
005STI06,8,18,7,13,18,0,0,3,3,4,14,5,11,1,44,10,17,30,2,4,1,2,2,14,12,1,4,0,7,2,4,1,3,29,0,3,0,297,0.025458489
005STO03,2,3,6,1,2,1,0,2,4,6,1,6,2,1,3,4,1,4,3,3,2,4,3,13,1,8,2,2,2,1,0,0,8,2,1,3,0,107,0.009171913
005STO04,107,360,334,291,518,233,195,175,306,237,301,300,440,120,192,250,329,280,397,339,136,294,215,353,259,178,230,92,264,271,372,307,271,367,223,122,0,9658,0.82787233
005STR10,0,0,0,4,4,0,0,0,0,9,4,0,0,0,3,18,5,4,4,0,0,4,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,69,0.005914598
005SUB01,166,384,36,191,572,83,25,116,133,209,262,219,461,36,163,180,208,258,248,494,42,207,182,403,65,137,464,14,116,228,450,35,90,359,34,123,0,7393,0.633719211
005SUC04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005SUL08,0,0,0,0,0,0,0,2,1,1,1,1,2,0,1,2,0,14,2,2,0,1,1,2,0,1,2,0,1,1,4,0,2,4,0,2,0,50,0.004285941
005SUL09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0.000514313
005SUL15,6,12,0,41,18,0,0,6,6,6,6,41,12,0,27,27,0,0,30,1,0,6,1,1,0,36,1,2,1,1,1,0,1,1,0,0,0,291,0.024944176
005SUL16,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.000514313
005SUN02,23,20,2,28,21,4,0,8,9,12,15,7,14,0,7,8,8,8,8,16,0,41,5,29,0,2,4,0,2,8,2,0,2,17,0,3,0,333,0.028544366
005SUP07,16,24,0,24,60,0,0,8,4,8,8,8,16,0,8,8,0,8,8,16,0,2,3,24,0,12,24,0,0,5,8,0,4,8,0,2,0,316,0.027087146
