列標籤,2025/12/1,2025/12/2,2025/12/3,2025/12/4,2025/12/5,2025/12/6,2025/12/7,2025/12/8,2025/12/9,2025/12/10,2025/12/11,2025/12/12,2025/12/13,2025/12/14,2025/12/15,2025/12/16,2025/12/17,2025/12/18,2025/12/19,2025/12/20,2025/12/21,2025/12/22,2025/12/23,2025/12/24,2025/12/25,2025/12/26,2025/12/27,2025/12/28,2025/12/29,2025/12/30,2025/12/31,2026/1/1,2026/1/2,2026/1/3,2026/1/4,2026/1/5,(空白),總計,用量占比(100%)
005COS05,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,9,0.000771469
005COV02,111,69,51,87,115,89,0,85,100,68,84,129,61,0,39,23,30,45,89,58,33,36,109,152,0,111,110,21,48,26,98,0,81,98,0,46,0,2302,0.197324716
005COX01,20,20,0,10,15,3,28,5,30,19,42,9,32,1,6,35,10,25,16,22,0,18,19,18,5,7,22,1,7,10,20,0,23,26,2,7,0,533,0.045688129
005CRA03,28,46,66,69,102,20,51,17,19,54,43,52,35,8,42,46,67,66,101,61,55,19,35,60,16,40,28,21,72,63,92,11,33,24,18,27,0,1607,0.137750138
005CRE02,58,89,36,143,100,71,40,73,57,67,41,76,76,1,32,34,99,46,71,81,17,55,64,115,46,106,102,6,65,65,190,40,58,93,10,58,0,2381,0.204096502
005CRE03,27,52,8,8,37,18,1,22,8,10,13,20,46,0,14,13,28,25,57,38,3,12,28,9,0,22,28,3,20,57,70,4,31,18,0,15,0,765,0.065574895
005CRE05,14,0,0,0,0,0,0,0,2,4,4,4,8,0,4,4,2,0,2,30,0,0,0,0,0,0,0,0,2,2,4,0,2,4,0,2,0,94,0.008057569
005CRE07,2,6,0,1,3,2,0,5,13,10,4,11,25,0,1,2,2,17,5,19,0,3,5,4,0,1,3,0,0,3,9,1,4,27,10,7,0,205,0.017572357
005CUB01,33,51,0,23,110,3,0,35,20,28,21,21,40,4,24,20,27,34,26,55,1,25,43,66,1,37,84,0,20,27,58,9,25,63,0,28,0,1062,0.091033383
005CUR01,195,262,252,274,245,230,73,127,177,243,165,184,173,71,173,177,279,217,353,280,139,164,169,388,295,191,220,65,141,231,379,291,236,274,53,120,0,7506,0.643405437
005CUR02,52,125,15,38,286,26,10,51,90,94,107,100,214,5,73,89,97,66,87,175,15,33,57,109,15,30,111,8,23,66,177,0,17,82,6,51,0,2600,0.222868923
005CYM01,11,15,6,10,38,0,0,13,15,13,14,15,35,0,16,20,10,12,12,21,0,10,6,8,1,3,11,0,4,5,7,2,8,10,0,10,0,361,0.030944493
005CYP01,288,48,25,7,22,0,2,69,19,87,18,56,10,0,5,3,3,2,2,4,0,44,6,36,14,1,6,21,8,2,18,28,3,2,3,9,0,871,0.074661089
005CYT06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0.000600032
005DAI03,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.000171438
005DAL02,87,94,0,139,264,16,0,81,67,90,56,262,104,0,77,81,77,131,122,96,4,114,77,130,0,208,81,2,63,45,83,0,51,76,1,53,0,2832,0.242755689
005DAR01,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,12,0.001028626
005DAY01,7,14,0,14,28,5,0,6,6,13,20,23,10,0,7,5,10,10,4,8,0,6,7,14,28,14,23,0,36,4,8,0,10,6,0,7,0,353,0.030258742
005DEC04,3,20,0,7,3,0,0,0,1,1,1,1,0,0,5,0,0,0,6,6,0,0,0,0,0,1,2,0,1,1,28,0,0,1,0,0,0,88,0.007543256
005DEH01,2,1,3,1,0,0,1,0,1,0,0,2,0,5,3,0,3,0,0,0,1,0,0,1,0,0,2,1,1,2,2,0,0,1,0,0,0,33,0.002828721
005DEP01,8,20,0,55,53,0,0,6,6,11,4,75,10,0,5,5,5,25,47,34,0,16,9,16,6,84,26,0,10,15,50,0,26,78,0,29,0,734,0.062917611
005DEP06,40,22,2,141,110,14,4,15,26,19,20,158,70,0,16,20,69,105,111,64,9,54,44,58,0,205,50,0,25,28,66,0,34,44,0,26,0,1669,0.143064705
005DES02,1,2,5,4,16,0,0,3,3,5,3,3,6,0,3,3,3,3,3,6,0,3,3,6,0,21,0,0,0,0,0,0,0,0,0,0,0,105,0.009000476
005DET03,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,0,0,0,0,9,2,1,3,32,0,1,1,2,7,1,2,2,1,0,78,0.006686068
005DEX11,39,32,22,22,74,46,34,31,24,44,36,28,53,99,22,18,24,55,17,29,42,50,54,98,29,58,89,35,77,63,55,34,45,78,35,52,0,1643,0.140836016
005DEX25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0.000428594
005DEX26,2,10,0,11,17,2,16,5,7,29,47,13,35,0,23,3,4,4,9,96,0,4,3,10,1,11,35,0,4,33,18,28,2,27,0,25,0,534,0.045773848
005DIA06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005DIF04,8,2,7,2,4,1,0,8,3,0,3,4,1,2,7,2,2,2,4,0,1,7,1,1,1,7,1,3,0,1,6,0,3,0,2,6,0,102,0.008743319
005DIF05,2,2,3,2,6,0,0,4,4,5,4,4,8,0,4,4,4,6,4,8,0,4,4,8,0,4,4,0,5,2,6,0,6,16,0,6,0,139,0.011914916
005DIL04,7,14,1,9,27,0,0,5,8,9,5,7,13,1,10,11,10,6,9,14,4,10,27,27,2,14,35,0,11,13,64,3,26,55,1,41,0,499,0.042773689
005DIL05,14,81,5,13,79,0,6,34,35,21,25,23,57,1,23,35,33,17,60,54,1,13,28,50,0,6,44,7,15,19,25,4,10,32,2,34,0,906,0.077661248
005DIL08,0,6,0,3,16,0,0,3,22,0,0,7,0,0,0,0,0,6,0,0,0,1,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,75,0.006428911
005DIM06,87,46,31,108,78,60,29,57,43,48,20,80,91,25,26,72,92,72,112,115,13,36,80,112,28,29,65,36,125,95,32,29,62,56,23,132,0,2245,0.192438743
005DIO02,65,104,32,46,126,39,48,50,87,70,69,67,73,11,42,113,54,109,97,107,13,93,75,100,50,66,136,14,66,107,142,24,59,103,16,96,0,2569,0.22021164
005DIP06,4,16,4,10,47,0,0,30,26,12,43,11,96,0,29,55,11,13,36,16,2,6,7,13,2,21,18,4,11,9,29,54,39,52,0,34,0,760,0.065146301
005DIP09,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,0,0,3,1,0,1,0,0,0,0,14,0.001200063
005DIP11,116,91,76,102,177,64,15,92,84,95,103,107,84,13,101,110,98,102,120,100,31,127,108,129,26,154,104,27,152,72,126,14,108,71,36,113,0,3248,0.278414716
005DIQ01,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.000514313
005DOM04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0.000257156
005DOR04,73,112,9,250,311,18,21,58,74,86,95,353,108,1,105,60,60,147,206,96,47,110,62,113,41,340,98,1,94,67,135,0,57,92,1,68,0,3569,0.305930456
005DOR05,38,102,59,44,185,84,8,23,60,126,93,177,150,6,63,68,91,82,128,133,16,23,60,126,73,88,206,58,72,71,103,6,106,131,36,39,0,2934,0.251499008
005DOS01,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,2,0,1,0,14,0.001200063
005DOV02,0,0,0,0,0,0,0,2,1,1,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.000942907
005DOX02,73,173,69,112,242,45,11,121,81,101,104,109,215,9,97,162,99,94,120,196,38,140,93,144,12,103,226,3,112,121,228,74,134,228,20,97,0,4006,0.343389579
005DOX03,27,71,28,42,65,12,29,60,34,32,39,101,118,35,41,61,26,37,62,102,32,18,60,57,73,23,66,9,42,61,93,18,121,104,1,27,0,1827,0.156608278
005DOX04,87,141,96,75,221,23,16,61,84,121,99,93,160,25,99,103,97,76,52,97,7,48,46,183,32,70,247,13,145,55,118,14,66,79,0,76,0,3025,0.25929942
005DUA03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8.57188E-05
005DUF01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.57188E-05
005DUL01,68,123,6,163,294,40,3,81,80,81,79,278,104,2,83,63,65,140,208,138,1,93,98,69,0,287,68,0,60,49,76,8,42,88,1,55,0,3094,0.265214018
005DUP06,0,0,0,0,0,1,0,5,0,0,0,1,1,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,2,12,1,0,2,0,0,0,0,33,0.002828721
005DUR13,5,10,0,5,32,0,0,6,6,8,5,19,10,0,5,5,5,17,9,8,0,34,4,12,0,23,6,0,3,9,6,0,10,8,0,13,0,283,0.024258425
005DUR15,3,12,1,31,19,16,0,1,20,2,2,11,8,0,4,4,4,12,6,16,0,8,33,8,2,39,16,0,6,6,20,0,15,6,0,4,0,335,0.028715804
005DUX01,29,42,0,56,96,14,2,23,10,36,12,143,16,0,18,20,6,54,56,54,32,18,6,10,0,77,18,1,11,13,75,2,68,100,0,77,0,1195,0.102433986
005DYN03,31,15,12,42,105,15,13,2,13,30,37,27,58,12,29,46,26,38,46,37,9,3,41,85,18,27,79,12,17,51,69,13,0,30,10,36,0,1134,0.097205138
005ECO05,0,0,0,0,6,0,0,16,2,1,2,2,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,67,0.005743161
005EDA01,9,18,0,16,18,4,0,16,21,18,29,11,22,3,45,11,15,11,19,29,5,12,25,14,10,12,14,1,9,10,14,0,17,20,0,2,0,480,0.041145032
005EFE02,10,14,2,32,82,0,0,51,10,7,39,57,16,0,26,6,6,36,18,11,0,12,5,26,64,46,2,0,2,4,8,0,9,14,0,4,0,619,0.053059947
005EFU02,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0.000514313
005ELI02,73,46,14,81,53,4,4,19,66,26,94,39,110,18,19,40,60,48,18,60,9,39,18,79,67,91,40,0,46,18,70,32,6,42,0,6,0,1455,0.124720878
005ELI04,44,68,29,63,127,50,0,30,45,73,35,99,90,29,27,76,74,88,95,48,4,33,22,92,35,20,98,1,33,83,56,13,63,150,14,27,0,1934,0.165780191
005ELT03,275,213,67,125,321,188,29,80,93,300,107,141,329,83,119,220,150,209,78,125,3,52,128,369,27,208,179,34,70,125,322,46,133,258,11,135,0,5352,0.458767106
005EME01,8,10,3,17,13,7,0,2,17,2,4,6,8,1,2,7,15,1,3,5,4,4,9,10,4,15,5,1,10,9,7,1,9,8,0,1,0,228,0.01954389
005EMG01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.000342875
005EMP01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0.000514313
005END03,0,1,0,1,1,0,0,0,2,0,7,0,1,2,1,3,1,3,0,2,0,0,4,1,0,3,0,0,30,2,6,0,4,6,0,2,0,83,0.007114662
005ENE01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005ENF01,1,3,3,0,2,2,2,4,1,2,6,4,1,0,3,2,5,2,2,3,0,1,5,7,3,4,1,5,1,1,3,1,2,2,0,2,0,86,0.007371818
005ENG03,0,5,2,1,0,2,0,1,1,0,0,0,2,0,1,3,1,3,2,2,1,1,1,1,2,1,0,0,3,1,1,4,3,2,0,1,0,48,0.004114503
005ENO01,0,0,1,6,10,20,0,0,0,0,0,3,0,5,8,22,5,4,0,6,0,2,0,6,4,0,0,0,0,2,0,0,18,0,0,0,0,122,0.010457696
005ENS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8.57188E-05
005ENT01,8,44,3,9,39,0,0,4,11,19,6,11,20,5,13,72,19,23,78,16,2,50,8,20,6,22,24,4,24,12,28,14,5,20,0,8,0,647,0.055460074
005ENT03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.000171438
005ENT04,12,26,3,14,67,2,6,38,66,13,33,14,79,5,20,21,44,18,27,47,24,43,12,39,3,15,47,1,30,9,36,3,20,38,7,34,0,916,0.078518436
005ENZ02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,8,0,0,0,0,0,0,0,4,4,8,28,0,0,0,0,0,0,164,0.014057886
005EPC01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0.000257156
005EPI04,11,21,0,11,88,6,9,34,11,44,5,44,23,0,7,8,25,38,28,24,0,13,12,18,0,59,26,0,49,7,27,0,14,23,3,23,0,711,0.060946079
005EPI06,11,21,1,26,70,24,0,13,11,30,10,39,15,0,9,9,10,33,20,17,0,32,9,13,0,24,17,0,10,28,13,0,10,20,0,10,0,555,0.047573943
005EPR05,4,7,0,10,15,14,0,1,2,2,2,21,2,0,4,1,2,6,25,2,0,5,2,5,9,23,3,0,1,3,4,0,6,14,14,8,0,217,0.018600983
005EQU02,2,6,0,3,9,0,0,3,3,3,3,1,2,0,0,1,2,1,1,2,0,2,2,4,7,2,6,0,3,16,12,0,1,2,0,1,0,100,0.008571882
005ERA02,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,40,0.003428753
005ERG05,2,48,0,0,0,0,0,28,0,0,0,9,0,0,5,0,3,19,15,0,0,0,1,0,0,0,8,0,0,3,28,21,4,21,0,15,0,230,0.019715328
005ERL02,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,120,0,0,0,232,0.019886765
005ERY07,1,3,1,1,0,0,0,1,1,1,2,0,1,0,0,0,0,2,0,0,3,1,5,0,0,2,0,0,1,3,0,1,0,1,0,0,0,31,0.002657283
005ESO02,6,12,28,4,6,0,1,6,5,17,19,5,14,0,4,4,4,6,12,20,1,16,4,41,7,4,8,10,5,26,10,8,17,26,2,17,0,375,0.032144556
005EST04,1,2,0,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0.001114345
005ETO04,31,0,2,10,7,3,0,9,3,4,5,17,14,1,2,12,10,3,14,8,1,18,5,18,30,3,8,8,1,5,13,14,3,3,1,10,0,296,0.02537277
005ETU02,21,35,0,62,73,0,0,23,34,39,20,71,41,0,52,24,32,27,79,36,0,36,17,39,0,66,30,0,16,40,40,0,10,18,0,10,0,991,0.084947347
005EUC01,9,18,12,9,42,0,70,110,70,31,124,50,16,1,9,72,14,39,138,56,0,7,4,99,8,15,42,12,5,12,24,45,7,38,5,18,0,1231,0.105519863
005EUR01,233,250,57,293,481,35,29,122,152,152,161,491,179,6,99,96,110,263,286,186,26,240,134,220,46,466,171,18,119,139,171,44,116,211,41,134,0,5977,0.512341367
005EVE01,4,0,0,2,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,20,0.001714376
005EVI02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,0,2,4,0,2,0,16,0.001371501
005EXE02,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,12,3,2,2,4,0,2,0,0,0,2,4,0,2,2,8,0,4,12,0,6,0,94,0.008057569
005EXE04,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,0,12,0,0,0,2,2,12,16,16,0,2,4,4,8,28,2,4,1,4,0,145,0.012429228
005EXE06,2,4,0,1,3,0,0,1,2,2,1,1,3,0,2,2,2,2,2,7,0,2,6,2,0,1,2,0,1,1,2,0,2,2,1,2,0,61,0.005228848
005EXE07,2,4,2,5,5,4,0,9,6,7,2,3,1,5,7,2,7,1,7,2,6,4,16,4,5,7,6,0,7,1,1,1,2,1,0,4,0,146,0.012514947
005EXE08,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10,0.000857188
005EXF01,69,138,52,75,190,63,18,69,91,128,97,162,216,6,52,99,154,109,81,201,7,98,92,185,37,137,182,4,123,84,265,30,130,194,31,200,0,3869,0.331646101
005EXF02,24,95,1,14,39,14,0,25,22,14,46,20,32,2,13,20,13,17,17,37,1,37,17,16,2,15,25,6,22,64,31,11,34,22,3,14,0,785,0.067289271
005EXM01,88,2,1,26,35,0,2,6,6,6,68,46,58,0,56,28,21,49,15,12,0,26,4,35,23,10,62,0,4,21,10,0,11,25,0,13,0,769,0.06591777
005EXN02,0,0,21,8,0,3,1,2,4,3,3,11,6,1,1,29,8,1,1,4,1,4,28,5,0,4,6,0,14,2,9,0,1,0,0,1,0,182,0.015600825
005EXP01,3,6,0,20,33,0,0,4,2,7,4,41,5,0,5,5,6,22,17,8,0,10,16,9,0,41,4,0,2,1,9,0,5,12,0,4,0,301,0.025801364
005EXT02,2,7,4,0,4,0,3,10,5,4,4,2,2,5,4,3,1,4,4,2,2,4,1,8,2,6,4,4,3,0,4,1,4,2,2,2,0,119,0.010200539
005EYB01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.57188E-05
005EZE01,19,23,1,16,34,5,12,19,6,24,37,30,44,0,10,26,22,25,25,48,0,4,28,29,0,20,24,1,33,59,36,26,27,40,0,35,0,788,0.067546427
005EZO01,1,2,7,13,0,0,0,0,0,0,0,14,0,0,0,0,0,0,12,0,0,3,1,0,0,14,0,0,1,1,2,0,1,9,0,4,0,85,0.007286099
005EZO02,8,10,0,5,15,24,0,3,5,24,6,6,12,0,6,4,4,10,5,7,0,4,17,6,0,4,6,0,4,7,14,0,8,14,0,9,0,247,0.021172548
005FAB01,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0.000685751
005FAM01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,12,0,6,0,42,0.00360019
005FAS02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8.57188E-05
005FAS03,0,2,0,0,2,3,1,0,2,0,2,4,0,0,0,1,0,2,3,2,0,0,0,2,0,0,0,0,2,2,0,0,3,0,0,2,0,35,0.003000159
005FAS04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.57188E-05
005FEB01,1,2,2,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,1,2,0,0,1,0,0,1,2,0,0,0,20,0.001714376
005FEB02,39,59,1,69,85,16,11,53,45,47,54,93,70,1,39,66,38,83,48,177,18,55,77,58,13,53,57,13,52,86,71,11,55,58,21,40,0,1832,0.157036872
005FEB03,6,0,0,2,4,0,0,3,3,2,3,9,5,2,5,5,7,1,2,4,0,4,6,9,3,4,8,0,5,11,9,0,8,6,1,5,0,142,0.012172072
005FEM01,3,132,77,92,89,50,22,31,30,3,47,3,44,28,15,51,40,32,76,68,12,6,132,8,28,10,171,23,29,57,69,23,4,33,50,22,0,1610,0.138007295
005FEN03,26,28,0,12,56,12,3,52,13,29,39,13,39,1,17,24,12,15,29,43,1,14,14,28,1,49,25,0,21,39,58,0,11,25,0,17,0,766,0.065660613
005FEN06,18,11,0,0,0,14,0,3,11,0,19,12,18,6,0,7,0,0,9,13,0,4,12,0,5,9,0,0,0,0,0,14,0,15,0,0,0,200,0.017143763
005FEN07,0,6,0,4,0,0,0,0,0,5,25,5,10,6,0,0,0,5,0,4,0,5,0,0,6,0,0,0,0,0,2,4,3,14,0,0,0,104,0.008914757
005FES02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005FEX02,64,344,77,118,136,52,23,80,150,178,135,141,85,8,60,101,121,170,154,178,13,69,71,174,34,133,188,79,169,170,166,18,94,128,20,114,0,4015,0.344161049
005FIL01,4,7,4,4,14,1,9,4,4,7,2,5,2,0,3,2,3,6,7,1,0,11,10,5,0,3,4,3,8,4,8,3,16,5,0,9,0,178,0.015257949
005FIL02,9,1,0,12,18,1,2,14,11,9,9,15,20,1,2,6,12,4,6,8,2,1,4,5,3,1,4,3,4,5,5,1,3,6,0,4,0,211,0.01808667
005FIR01,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0.000428594
005FLO05,18,19,0,13,36,6,4,14,18,19,11,10,21,2,11,14,11,6,6,18,0,6,6,16,0,13,26,0,12,15,35,0,8,26,0,7,0,427,0.036601935
005FLU05,3,11,6,0,7,9,0,11,5,13,15,21,19,0,8,7,14,5,17,18,0,5,13,12,1,13,12,0,5,10,16,1,4,18,0,7,0,306,0.026229958
005FLU21,65,17,33,63,98,19,13,31,17,2,24,12,37,2,36,39,26,45,23,105,0,24,133,85,18,15,44,2,64,37,44,3,27,5,4,31,0,1243,0.106548489
005FLU29,63,92,5,31,141,7,14,46,15,22,23,27,63,0,27,26,32,30,34,58,0,16,30,69,0,32,88,7,35,49,72,3,35,68,4,32,0,1296,0.111091586
005FLU30,0,0,0,0,44,0,0,16,16,12,20,16,32,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0.015429387
005FLU44,10,11,3,8,66,0,0,32,19,15,22,48,26,1,48,25,11,50,12,24,0,63,23,27,0,51,32,0,9,10,14,1,9,20,22,12,0,724,0.062060423
005FLU45,104,295,85,128,366,58,32,122,131,163,146,154,364,9,141,182,144,383,200,296,9,133,176,323,25,157,286,16,218,124,283,19,145,267,9,142,0,5835,0.500169295
005FLU49,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0.000600032
005FLU50,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,8,0.000685751
005FOL10,178,224,52,103,324,100,43,154,209,125,201,135,306,27,156,161,96,175,140,190,0,138,187,310,69,220,158,2,144,118,185,54,94,152,21,91,0,5042,0.432194273
005FOR04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005FOR08,23,28,33,36,61,6,0,18,44,44,27,21,48,24,15,26,150,24,67,30,29,27,34,106,16,55,75,0,25,13,28,2,10,81,3,14,0,1243,0.106548489
005FOR10,3,9,8,1,6,5,0,5,6,7,5,7,19,0,4,3,4,4,4,8,0,3,2,13,7,4,10,2,16,27,19,9,13,12,0,7,0,252,0.021601142
005FOS07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.57188E-05
005FRE04,0,1,3,1,1,0,0,9,7,3,8,6,1,1,3,2,6,1,0,1,0,3,1,1,1,2,1,0,0,1,1,4,1,0,0,7,0,77,0.006600349
005FRI01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,8,0,4,4,12,0,6,12,0,5,4,6,0,3,5,0,3,0,88,0.007543256
005FUL03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.000171438
005FUL05,0,0,0,0,5,0,0,1,1,1,2,1,1,0,2,2,2,3,1,2,0,1,0,1,1,1,4,2,0,2,2,0,2,1,0,2,0,43,0.003685909
005FUN02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,3,6,0,3,3,6,0,3,6,0,2,0,50,0.004285941
005FUS03,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.002571564
005FUT02,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,2,0,6,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,30,0.002571564
005FYC02,0,0,0,0,0,0,0,0,0,0,0,0,20,0,11,2,6,5,15,8,0,4,3,8,0,15,0,0,0,0,0,0,0,0,0,0,0,97,0.008314725
005FYC03,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,10,0.000857188
005FYL01,64,83,63,47,114,65,99,84,46,28,69,58,57,2,31,107,37,97,36,79,1,22,78,118,2,102,141,1,21,50,101,56,42,90,4,72,0,2167,0.185752675
005GAL04,16,0,0,2,6,0,0,0,1,1,1,0,0,0,1,0,1,1,1,2,1,3,3,6,0,3,6,0,4,7,12,0,0,24,0,3,0,105,0.009000476
005GAL05,10,34,10,59,38,14,0,49,10,9,22,20,12,1,22,7,6,6,6,19,1,12,58,24,4,21,24,0,16,30,26,0,19,24,2,12,0,627,0.053745698
005GAR04,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,15,0.001285782
005GAR05,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.000257156
005GAV01,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,100,0,196,0.016800888
005GEN17,435,377,196,381,848,99,67,271,485,629,370,458,639,17,347,402,298,357,535,402,77,368,347,803,17,459,486,66,337,380,581,179,389,485,19,265,0,12871,1.103286888
005GEO01,0,0,0,28,28,0,0,28,0,0,4,26,2,0,1,1,1,25,1,2,0,5,2,2,0,29,2,0,0,1,2,0,1,2,0,1,0,194,0.01662945
